RCDTS,School Name,ambitious_instruction,collaborative_teachers,involved_families,supportive_environment,Year
150162990252634,McNair Elem School,56.0,45.0,39.0,45.0,2022
150162990252636,Hay Elem Community Academy,60.0,37.0,27.0,46.0,2022
150162990252637,Cullen Elem School,62.0,43.0,34.0,53.0,2022
15016299025263,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,48.0,40.0,53.0,49.0,2022
15016299025264,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,57.0,38.0,52.0,58.0,2022
15016299025266,Acero Chtr Sch Network- Sandra Cisneros Elem School,53.0,23.0,37.0,52.0,2022
15016299025267,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,67.0,40.0,58.0,69.0,2022
15016299025268,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,62.0,83.0,84.0,58.0,2022
150162990252700,Clark  G R Elem School,87.0,70.0,86.0,73.0,2022
150162990252703,Lee Elem School,83.0,78.0,80.0,76.0,2022
150162990252704,Langford A Elem School,68.0,53.0,51.0,46.0,2022
150162990252706,Salazar Elem Bilingual Center,52.0,59.0,49.0,49.0,2022
15016299025270,Acero Chtr Sch Network - Brighton Park Elem School,53.0,38.0,56.0,48.0,2022
150162990252714,Leland Elem School,54.0,36.0,36.0,28.0,2022
150162990252724,Robinson Elem School,,53.0,,,2022
150162990252726,Hanson Park Elem School,59.0,44.0,61.0,36.0,2022
150162990252729,White Elem Career Academy,72.0,48.0,36.0,51.0,2022
15016299025272,LEARN Charter Excel Campus,72.0,77.0,66.0,47.0,2022
150162990252737,McDowell Elem School,99.0,76.0,64.0,99.0,2022
150162990252739,Keller Elem Gifted Magnet School,81.0,97.0,93.0,65.0,2022
15016299025273,LEARN Chtr-Campbell Campus,82.0,64.0,68.0,68.0,2022
150162990252743,Earhart Elem Opt for Knowl School,66.0,41.0,43.0,42.0,2022
15016299025274,LEARN Chtr - South Chicago Campus,48.0,42.0,35.0,27.0,2022
15016299025275,LEARN Chtr -  Hunter Perkins Campus,58.0,31.0,49.0,31.0,2022
150162990252766,Till Elem Math & Science Academy,55.0,43.0,43.0,39.0,2022
150162990252767,Ward  L Elem School,83.0,50.0,37.0,58.0,2022
150162990252768,Smith  W Elem School,52.0,37.0,32.0,34.0,2022
15016299025276,LEARN Chtr - 7th Campus,75.0,33.0,20.0,65.0,2022
150162990252773,Garvey  M Elem School,,49.0,48.0,,2022
150162990252775,Joplin Elem School,60.0,40.0,31.0,39.0,2022
15016299025277,CICS - Basil Campus,84.0,36.0,31.0,48.0,2022
150162990252783,Cardenas Elem School,53.0,53.0,49.0,52.0,2022
150162990252785,Powell Elem Paideia Comm Academy,61.0,47.0,29.0,46.0,2022
15016299025278,CICS - Wrightwood,89.0,68.0,64.0,65.0,2022
150162990252799,Curtis Elem School,77.0,53.0,35.0,49.0,2022
150162990252800,Beasley Elem Magnet Academic Ctr,,,,,2022
150162990252802,Mays Elem Academy,93.0,68.0,69.0,77.0,2022
150162990252804,Metcalfe Elem Community Academy,,,,,2022
150162990252805,Decatur Classical Elem School,83.0,86.0,92.0,72.0,2022
150162990252806,Kanoon Elem Magnet School,46.0,75.0,69.0,41.0,2022
150162990252807,Randolph Elem School,53.0,,,40.0,2022
150162990252809,Poe Elem Classical School,,58.0,88.0,,2022
15016299025280,CICS - Bond Campus,71.0,57.0,57.0,46.0,2022
150162990252811,Gunsaulus Elem Scholastic Academy,52.0,49.0,69.0,54.0,2022
15016299025281,Univ of Chicago Chtr-Donoghue,72.0,43.0,51.0,49.0,2022
150162990252823,Ninos Heroes Elem Academic Ctr,42.0,24.0,30.0,40.0,2022
150162990252825,De Diego Elem Community Academy,43.0,69.0,59.0,36.0,2022
150162990252826,Turner-Drew Elem Language Academy,72.0,88.0,83.0,59.0,2022
150162990252828,Sabin Elem Magnet School,25.0,26.0,46.0,20.0,2022
150162990252829,Saucedo Elem Scholastic Academy,38.0,15.0,48.0,45.0,2022
15016299025282,KIPP Chicago Charters - Ascend Academy,62.0,56.0,52.0,42.0,2022
150162990252837,Daley Elem Academy,41.0,38.0,58.0,42.0,2022
150162990252838,Madero Middle School,76.0,46.0,52.0,46.0,2022
15016299025283,LEARN Chtr - Butler,74.0,60.0,49.0,54.0,2022
150162990252842,Orozco Elem Fine Arts & Sciences,81.0,34.0,49.0,77.0,2022
150162990252844,Morton Elem Career Academy,63.0,28.0,44.0,39.0,2022
15016299025284,Acero Chtr Sch Network  - Jovita Idar Elem School,50.0,9.0,43.0,50.0,2022
150162990252850,Albany Park Multicultural Elem,74.0,87.0,70.0,47.0,2022
150162990252855,South Loop Elem School,,,,,2022
150162990252856,Lenart Elem Regional Gifted Ctr,51.0,19.0,58.0,48.0,2022
15016299025285,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,37.0,18.0,32.0,45.0,2022
150162990252862,Casals Elem School,74.0,51.0,59.0,55.0,2022
150162990252864,Perez Elem School,63.0,50.0,57.0,70.0,2022
150162990252867,Ruiz Elem School,51.0,51.0,68.0,50.0,2022
150162990252870,Brighton Park Elem School,53.0,32.0,34.0,53.0,2022
150162990252873,Evergreen Academy Elem School,77.0,62.0,63.0,71.0,2022
150162990252876,Carson Elem School,46.0,46.0,68.0,33.0,2022
150162990252877,McAuliffe Elem School,,42.0,60.0,,2022
150162990252878,Galileo Elem Math & Sci Schol Acd,58.0,37.0,65.0,50.0,2022
150162990252881,Avondale - Logandale Elementary School,64.0,70.0,77.0,55.0,2022
150162990252886,Chavez Elem Multicultural Acad Ct,66.0,66.0,63.0,58.0,2022
150162990252889,Jordan Elem Community School,59.0,35.0,50.0,64.0,2022
150162990252892,Kellman Corporate Community Elem,57.0,41.0,54.0,41.0,2022
150162990252893,Finkl Elem School,54.0,46.0,65.0,36.0,2022
150162990252895,Ariel Elem Community Academy,,13.0,28.0,,2022
150162990252896,Little Village Elem School,40.0,46.0,44.0,52.0,2022
150162990252897,Zapata Elem Academy,,60.0,73.0,,2022
150162990252898,Ortiz De Dominguez Elem School,,57.0,76.0,,2022
150162990252900,Lara Elem Academy,69.0,51.0,60.0,63.0,2022
150162990252901,Telpochcalli Elem School,53.0,,,49.0,2022
150162990252902,Wells Preparatory Elem Academy,88.0,52.0,60.0,79.0,2022
150162990252903,Woodlawn Elem Community School,97.0,70.0,72.0,64.0,2022
150162990252904,Christopher Elem School,46.0,27.0,39.0,46.0,2022
150162990252908,West Park Elem Academy,58.0,40.0,47.0,52.0,2022
150162990252912,Marine Leadership Academy - Ames,,36.0,65.0,,2022
150162990252913,Fairfield Elem Academy,29.0,27.0,36.0,32.0,2022
150162990252914,Sandoval Elem School,81.0,41.0,65.0,64.0,2022
150162990252915,Northwest Middle School,57.0,,,42.0,2022
150162990252916,Hampton Elem Fine & Perf Arts Sch,35.0,21.0,31.0,31.0,2022
150162990252918,Colemon J Elem Academy,77.0,63.0,83.0,49.0,2022
150162990252919,Columbia Explorers Elem Academy,71.0,75.0,88.0,63.0,2022
150162990252920,Chicago Academy Elem School,55.0,55.0,60.0,54.0,2022
150162990252921,Courtenay Elem Language Arts Ctr,80.0,49.0,55.0,62.0,2022
150162990252922,Ashburn Community Elem School,61.0,51.0,60.0,51.0,2022
150162990252923,Belmont-Cragin Elem School,37.0,46.0,57.0,43.0,2022
150162990252924,National Teachers Elem Academy,66.0,31.0,50.0,47.0,2022
150162990252926,Talman Elem School,75.0,54.0,73.0,69.0,2022
150162990252930,New Field Elem School,91.0,15.0,46.0,79.0,2022
150162990252933,Durkin Park Elem School,63.0,57.0,62.0,49.0,2022
150162990252934,Calmeca Acad Elem School,48.0,52.0,61.0,48.0,2022
150162990252935,North River Elem School,79.0,68.0,80.0,75.0,2022
150162990252936,Claremont Academy Elem School,86.0,53.0,51.0,99.0,2022
150162990252937,James R Doolittle Academy,63.0,58.0,53.0,43.0,2022
150162990252941,Suder Montessori Elem Magnet Schl,59.0,23.0,57.0,51.0,2022
150162990252943,Tarkington Elem School,33.0,10.0,32.0,34.0,2022
150162990252945,Frazier Perspectives Magnet ES,13.0,13.0,31.0,6.0,2022
150162990252949,Disney II Elem School,31.0,22.0,48.0,45.0,2022
150162990252951,Plato Learning Acad  Elem School,61.0,34.0,37.0,50.0,2022
150162990252953,Edison Park Elem School,,37.0,63.0,,2022
150162990252954,Davis M Magnet Elem School,69.0,39.0,39.0,31.0,2022
150162990252955,LaSalle II Lang Acad Elem Sch,66.0,54.0,65.0,45.0,2022
150162990252958,Prieto Math-Science Elem Sch,64.0,58.0,71.0,55.0,2022
150162990252959,Skinner North Elem Sch,,,,,2022
150162990252960,South Shore Fine Arts Elem Sch,93.0,67.0,72.0,89.0,2022
150162990252961,Hope Learning Academy,77.0,48.0,68.0,75.0,2022
150162990252963,Camras Elem School,45.0,40.0,45.0,50.0,2022
150162990252964,Garcia Lorca Elem School,59.0,52.0,63.0,54.0,2022
150162990252965,West Ridge Elem School,50.0,42.0,47.0,40.0,2022
150162990252966,Azuela Elem School,52.0,34.0,49.0,43.0,2022
150162990252967,STEM Magnet Academy Elem,,,,,2022
150162990252968,Shields Middle School,58.0,79.0,65.0,46.0,2022
150162990252969,Sadlowski Elementary School,38.0,45.0,51.0,33.0,2022
150162990252970,Richardson Middle School,71.0,64.0,63.0,54.0,2022
150162990252971,Sor Juana Ines de la Cruz,68.0,45.0,63.0,75.0,2022
150162990252972,Bronzeville Classical Elementary School,87.0,73.0,94.0,67.0,2022
150162990253760,Beard Elem School,,50.0,96.0,,2022
150162990253761,Blair Early Childhood Center,,93.0,99.0,,2022
150162990253762,Stock Early Childhood Center,,83.0,99.0,,2022
150162990253781,Vick Early Childhood & Family Ctr,,45.0,71.0,,2022
150162990253787,Thomas Early Childhood Center,,,,,2022
150169000250000,,,,,,2022
15016900025201,Horizon Science Acad-McKinley Park Charter Sch,37.0,31.0,42.0,32.0,2022
150169010250000,,,,,,2022
15016901025201,Horizon Science Acad-Belmont Charter Sch,64.0,22.0,30.0,58.0,2022
150169020250000,,,,,,2022
15016902025201,ACE Amandla Charter School,67.0,55.0,42.0,56.0,2022
150169030250000,,,,,,2022
15016903025201,Bronzeville Academy Charter School,59.0,26.0,23.0,50.0,2022
150169040250000,,,,,,2022
15016904025201,Betty  Shabazz International Charter School,81.0,74.0,74.0,51.0,2022
15016904025202,Barbara A Sizemore Campus,53.0,38.0,36.0,42.0,2022
150169050250000,,,,,,2022
15016905025001,Intrinsic 2 Charter High School,64.0,18.0,63.0,49.0,2022
150169060250000,,,,,,2022
15016906025001,Urban Prep Charter Acad for Young Men - Downtown Campus,46.0,56.0,,34.0,2022
601054280300000,,,,,,2022
601054280303050,IYC Chicago,,,,,2022
150162990252897,Zapata Elem Academy,55.0,67.0,65.0,51.0,2023
150162990250764,Young Magnet High School,92.0,61.0,98.0,81.0,2023
150162990252525,Young Elem School,60.0,47.0,56.0,42.0,2023
15016299025072,YCCS-Youth Connection Leadership Academy,61.0,41.0,,73.0,2023
15016299025070,YCCS-West Town Academy Alt HS,99.0,77.0,,74.0,2023
15016299025068,YCCS-Truman Middle College HS,67.0,43.0,38.0,66.0,2023
15016299025067,YCCS-Sullivan House Alt HS,95.0,59.0,43.0,73.0,2023
15016299025054,YCCS-Scholastic Achievement HS,99.0,91.0,,87.0,2023
15016299025060,YCCS-Progressive Leadership Academy,88.0,54.0,,73.0,2023
15016299025066,YCCS-Olive Harvey Mid College HS,78.0,47.0,45.0,46.0,2023
15016299025065,YCCS-Latino Youth Alternative HS,62.0,56.0,26.0,60.0,2023
15016299025063,YCCS-Innovations of Arts Integr HS,90.0,67.0,61.0,73.0,2023
15016299025061,YCCS-Community Youth Dev Inst HS,84.0,53.0,,71.0,2023
15016299025059,YCCS-CCA Academy HS,92.0,75.0,,65.0,2023
15016299025057,YCCS-Association House,87.0,89.0,56.0,74.0,2023
15016299025056,YCCS-ASPIRA Pantoja Alt HS,44.0,,,54.0,2023
15016299025062,YCCS-Albizu Campos Puerto Rican HS,48.0,69.0,63.0,63.0,2023
15016299025055,YCCS- McKinley-Lakeside Leadership Academy,75.0,41.0,,68.0,2023
15016299025071,YCCS West,96.0,58.0,,66.0,2023
15016299025073,YCCS Chtr - Chatham,96.0,,,67.0,2023
150162990252542,Yates Elem School,,41.0,56.0,,2023
150162990250830,World Language High School,51.0,26.0,34.0,50.0,2023
150162990252521,Woodson South Elem School,71.0,64.0,58.0,56.0,2023
150162990252903,Woodlawn Elem Community School,83.0,73.0,62.0,68.0,2023
150162990250856,Williams Medical Prep High Sch,77.0,66.0,53.0,68.0,2023
150162990252516,Wildwood Elem School,57.0,41.0,71.0,61.0,2023
150162990252514,Whittier Elem School,52.0,57.0,53.0,46.0,2023
150162990252513,Whitney Elem School,53.0,49.0,53.0,38.0,2023
150162990252729,White Elem Career Academy,58.0,47.0,37.0,44.0,2023
150162990252512,Whistler Elem School,,40.0,39.0,,2023
150162990250857,Westinghouse High School,74.0,66.0,71.0,60.0,2023
150162990252507,Westcott Elem School,51.0,41.0,42.0,29.0,2023
150162990252965,West Ridge Elem School,44.0,41.0,40.0,24.0,2023
150162990252908,West Park Elem Academy,57.0,45.0,50.0,42.0,2023
150162990252506,Wentworth Elem School,40.0,25.0,10.0,28.0,2023
150162990252902,Wells Preparatory Elem Academy,94.0,67.0,65.0,79.0,2023
150162990250049,Wells Community Academy HS,47.0,41.0,41.0,47.0,2023
150162990252505,Webster Elem School,88.0,63.0,69.0,74.0,2023
150162990252504,Waters Elem School,55.0,39.0,72.0,47.0,2023
150162990250048,Washington G High School,60.0,44.0,55.0,49.0,2023
150162990252401,Washington  H Elem School,85.0,70.0,67.0,44.0,2023
150162990252503,Washington  G Elem School,62.0,43.0,62.0,58.0,2023
150162990252502,Warren Elem School,65.0,62.0,73.0,35.0,2023
150162990252767,Ward  L Elem School,61.0,30.0,29.0,40.0,2023
150162990252501,Ward  J Elem School,59.0,39.0,62.0,48.0,2023
150162990250863,Walter Henri Dyett High School for the Arts,65.0,44.0,55.0,41.0,2023
150162990252500,Walsh Elem School,62.0,48.0,66.0,49.0,2023
150162990252498,Wadsworth Elem School,65.0,32.0,40.0,53.0,2023
150162990252497,Wacker Elem School,99.0,73.0,76.0,82.0,2023
150162990250046,Von Steuben Metro Science HS,65.0,49.0,55.0,58.0,2023
150162990252494,Volta Elem School,67.0,46.0,65.0,44.0,2023
150162990253781,Vick Early Childhood & Family Ctr,,,,,2023
150162990252491,Vanderpoel Elem Magnet School,61.0,53.0,73.0,47.0,2023
15016299025010,Urban Prep Chtr Acad Englewood HS,69.0,67.0,66.0,48.0,2023
15016299025013,Urban Prep Chtr Acad Bronzeville HS,51.0,36.0,37.0,43.0,2023
150162990250829,Uplift Community High School,84.0,48.0,53.0,62.0,2023
15016299025107,Univ of Chicago Chtr-Woodlawn,67.0,38.0,59.0,38.0,2023
15016299025258,Univ of Chicago Chtr-Nth Kenwood,82.0,51.0,65.0,65.0,2023
15016299025281,Univ of Chicago Chtr-Donoghue,81.0,65.0,70.0,33.0,2023
150162990252490,Twain Elem School,49.0,54.0,54.0,39.0,2023
150162990252826,Turner-Drew Elem Language Academy,71.0,93.0,91.0,50.0,2023
150162990252487,Tilton Elem School,83.0,49.0,42.0,69.0,2023
150162990252766,Till Elem Math & Science Academy,50.0,25.0,25.0,22.0,2023
150162990250044,Tilden Career Communty Academy HS,64.0,67.0,43.0,53.0,2023
150162990252486,Thorp  O A Elem Scholastic Acad,60.0,45.0,66.0,50.0,2023
150162990252484,Thorp  J N Elem School,58.0,50.0,43.0,39.0,2023
150162990250022,Thomas Kelly College Preparatory,53.0,40.0,43.0,50.0,2023
150162990253787,Thomas Early Childhood Center,,,,,2023
150162990252901,Telpochcalli Elem School,58.0,,,43.0,2023
150162990252480,Taylor Elem School,50.0,45.0,58.0,30.0,2023
150162990252943,Tarkington Elem School,33.0,10.0,32.0,28.0,2023
150162990252479,Tanner Elem School,56.0,57.0,26.0,26.0,2023
150162990252926,Talman Elem School,,45.0,68.0,,2023
150162990252478,Talcott Elem School,60.0,50.0,76.0,49.0,2023
150162990250043,Taft High School,,41.0,47.0,,2023
150162990252477,Swift Elem Specialty School,54.0,25.0,54.0,50.0,2023
150162990252476,Sutherland Elem School,60.0,27.0,60.0,39.0,2023
150162990252475,Sumner Elem Math & Sci Comm Acad,66.0,61.0,52.0,41.0,2023
150162990250042,Sullivan High School,56.0,20.0,46.0,54.0,2023
150162990252474,Sullivan Elem School,52.0,24.0,33.0,35.0,2023
150162990252941,Suder Montessori Elem Magnet Schl,45.0,31.0,61.0,32.0,2023
150162990252472,Stowe Elem School,27.0,20.0,36.0,31.0,2023
150162990252468,Stone Elem Scholastic Academy,55.0,51.0,67.0,46.0,2023
150162990253762,Stock Early Childhood Center,,74.0,99.0,,2023
150162990252465,Stevenson Elem School,70.0,63.0,73.0,53.0,2023
150162990252967,STEM Magnet Academy Elem,56.0,20.0,56.0,48.0,2023
150162990250041,Steinmetz College Prep HS,49.0,21.0,23.0,36.0,2023
150162990252464,Stagg Elem School,59.0,,,42.0,2023
150162990252469,Spry Elem Community School,48.0,53.0,56.0,41.0,2023
150162990250818,Spry Community Links High School,46.0,70.0,38.0,59.0,2023
150162990252462,Spencer Technology Acad Elem Sch,54.0,41.0,40.0,40.0,2023
150162990250860,South Shore Intl Col Prep HS,71.0,29.0,50.0,46.0,2023
150162990252960,South Shore Fine Arts Elem Sch,91.0,70.0,63.0,72.0,2023
150162990252855,South Loop Elem School,46.0,58.0,67.0,37.0,2023
150162990252971,Sor Juana Ines de la Cruz,82.0,26.0,66.0,66.0,2023
150162990250859,Solorio Academy High School,67.0,66.0,61.0,57.0,2023
150162990252461,Solomon Elem School,63.0,43.0,64.0,50.0,2023
150162990252460,Smyth  J Elem School,54.0,68.0,62.0,41.0,2023
150162990252459,Smyser Elem School,56.0,48.0,49.0,49.0,2023
150162990252768,Smith  W Elem School,60.0,36.0,37.0,43.0,2023
150162990252959,Skinner North Elem Sch,74.0,68.0,86.0,49.0,2023
150162990252458,Skinner Elem School,54.0,28.0,56.0,39.0,2023
150162990250537,Simeon Career Academy High School,77.0,49.0,47.0,40.0,2023
150162990252457,Shoop Math-Sci Tech Elem Academy,56.0,54.0,50.0,26.0,2023
150162990252456,Shoesmith Elem School,56.0,48.0,25.0,45.0,2023
150162990252968,Shields Middle School,55.0,79.0,65.0,29.0,2023
150162990252455,Shields Elem School,90.0,41.0,62.0,69.0,2023
150162990252454,Sherwood Elem School,81.0,50.0,60.0,62.0,2023
150162990252453,Sherman Elem School,90.0,67.0,67.0,87.0,2023
150162990252451,Sheridan Elem Math & Science Acad,39.0,59.0,66.0,41.0,2023
150162990252446,Seward Elem Communication Arts Ac,40.0,48.0,46.0,41.0,2023
150162990250037,Senn High School,57.0,35.0,40.0,47.0,2023
150162990250036,Schurz High School,45.0,47.0,54.0,42.0,2023
150162990252444,Schubert Elem School,80.0,31.0,60.0,45.0,2023
150162990250835,School of Social Justice HS,,41.0,33.0,,2023
150162990252442,Schmid Elem School,39.0,50.0,55.0,25.0,2023
150162990252438,Scammon Elem School,56.0,56.0,76.0,45.0,2023
150162990252436,Sayre Elem Language Academy,39.0,25.0,36.0,30.0,2023
150162990252435,Sawyer Elem School,45.0,38.0,44.0,45.0,2023
150162990252434,Sauganash Elem School,58.0,59.0,77.0,59.0,2023
150162990252829,Saucedo Elem Scholastic Academy,44.0,33.0,50.0,34.0,2023
150162990252914,Sandoval Elem School,82.0,34.0,59.0,50.0,2023
150162990252706,Salazar Elem Bilingual Center,56.0,40.0,44.0,50.0,2023
150162990252969,Sadlowski Elementary School,42.0,49.0,54.0,38.0,2023
150162990252828,Sabin Elem Magnet School,44.0,26.0,46.0,36.0,2023
150162990252429,Ryder Elem Math & Sci Spec School,70.0,59.0,56.0,40.0,2023
150162990252867,Ruiz Elem School,44.0,50.0,58.0,40.0,2023
150162990252428,Ruggles Elem School,63.0,44.0,31.0,45.0,2023
150162990253735,Rudolph Elem Learning Center,,,,,2023
15016299025230,Rowe Elementary,37.0,28.0,33.0,37.0,2023
150162990250035,Roosevelt High School,61.0,59.0,59.0,47.0,2023
150162990252426,Rogers Elem School,66.0,61.0,74.0,55.0,2023
150162990252724,Robinson Elem School,,62.0,,,2023
150162990250828,Rickover Naval Academy High Schl,52.0,55.0,82.0,64.0,2023
150162990252970,Richardson Middle School,73.0,61.0,65.0,45.0,2023
150162990250536,Richards Career Academy HS,47.0,47.0,44.0,48.0,2023
150162990252423,Revere Elem School,43.0,18.0,27.0,28.0,2023
150162990252422,Reinberg Elem School,58.0,35.0,54.0,50.0,2023
150162990252421,Reilly Elem School,69.0,43.0,56.0,55.0,2023
150162990252419,Reavis Elem Math & Sci Spec Schl,59.0,31.0,40.0,37.0,2023
150162990252417,Ray Elem School,55.0,73.0,83.0,35.0,2023
150162990252416,Ravenswood Elem School,63.0,63.0,81.0,44.0,2023
150162990252807,Randolph Elem School,53.0,35.0,20.0,38.0,2023
150162990250826,Raby High School,52.0,29.0,19.0,48.0,2023
150162990252414,Pullman Elem School,46.0,,,32.0,2023
150162990252413,Pulaski Intl Sch of Chicago,50.0,37.0,61.0,40.0,2023
150162990252412,Prussing Elem School,38.0,24.0,45.0,29.0,2023
15016299025224,Providence-Englewood Elem Charter,65.0,50.0,46.0,47.0,2023
150162990250534,Prosser Career Academy HS,64.0,59.0,58.0,54.0,2023
150162990252510,Pritzker Elem School,53.0,38.0,57.0,47.0,2023
150162990252958,Prieto Math-Science Elem Sch,69.0,64.0,71.0,54.0,2023
150162990252410,Prescott Elem School,67.0,43.0,71.0,46.0,2023
150162990252785,Powell Elem Paideia Comm Academy,42.0,34.0,31.0,30.0,2023
150162990252409,Portage Park Elem School,65.0,51.0,66.0,52.0,2023
15016299025226,Polaris Elem Charter Academy,94.0,54.0,55.0,99.0,2023
150162990252809,Poe Elem Classical School,64.0,51.0,79.0,47.0,2023
150162990252951,Plato Learning Acad  Elem School,47.0,29.0,,37.0,2023
150162990252406,Plamondon Elem School,66.0,42.0,43.0,70.0,2023
150162990252405,Pirie Elem Fine Arts & Academic C,99.0,,,76.0,2023
150162990252289,Pilsen Elem Community Academy,58.0,49.0,68.0,48.0,2023
150162990252404,Pickard Elem School,70.0,54.0,77.0,36.0,2023
150162990252385,Piccolo Elem Specialty School,42.0,35.0,39.0,34.0,2023
150162990250803,Phoenix Military Academy HS,75.0,55.0,63.0,59.0,2023
150162990250034,Phillips Academy High School,68.0,47.0,39.0,42.0,2023
150162990252403,Peterson Elem School,55.0,24.0,53.0,47.0,2023
15016299025051,Perspectives Chtr - Leadership Acad,65.0,51.0,52.0,37.0,2023
15016299025050,Perspectives Chtr - Joslin Campus,55.0,31.0,42.0,41.0,2023
15016299025052,Perspectives Chtr - High School of Technology,65.0,47.0,68.0,38.0,2023
15016299025053,Perspectives Chtr -  IIT Campus,78.0,36.0,44.0,46.0,2023
150162990252402,Pershing Elem Humanities Magnet,54.0,53.0,55.0,25.0,2023
150162990252864,Perez Elem School,77.0,62.0,61.0,74.0,2023
150162990252400,Penn Elem School,86.0,30.0,28.0,47.0,2023
150162990252399,Peirce Elem Intl Studies School,62.0,39.0,65.0,52.0,2023
150162990252398,Peck Elem School,90.0,41.0,66.0,71.0,2023
150162990250796,Payton College Preparatory HS,90.0,,,80.0,2023
150162990252396,Pasteur Elem School,98.0,58.0,68.0,88.0,2023
150162990252395,Parkside Elem Community Academy,94.0,58.0,60.0,59.0,2023
150162990252392,Parker Elem Community Academy,71.0,65.0,57.0,46.0,2023
150162990252394,Park Manor Elem School,70.0,60.0,59.0,37.0,2023
150162990252391,Palmer Elem School,52.0,43.0,49.0,49.0,2023
150162990252222,Owens Community Academy ES,78.0,25.0,11.0,73.0,2023
150162990252389,Owen Elem Scholastic Academy,44.0,1.0,28.0,22.0,2023
150162990252387,OToole Elem School,62.0,55.0,48.0,33.0,2023
150162990252386,Otis Elem School,53.0,27.0,39.0,41.0,2023
150162990252898,Ortiz De Dominguez Elem School,,61.0,82.0,,2023
150162990250847,Orr Academy High School,77.0,66.0,69.0,49.0,2023
150162990252842,Orozco Elem Fine Arts & Sciences,67.0,49.0,62.0,63.0,2023
150162990252384,Oriole Park Elem School,62.0,72.0,79.0,52.0,2023
150162990252383,Onahan Elem School,80.0,63.0,90.0,62.0,2023
150162990252382,OKeeffe Elem School,92.0,61.0,54.0,86.0,2023
150162990252381,Oglesby Elem School,75.0,13.0,4.0,60.0,2023
150162990250855,Ogden Int High School,70.0,68.0,60.0,65.0,2023
150162990252380,Ogden Elem School,53.0,40.0,48.0,38.0,2023
150162990252376,Norwood Park Elem School,37.0,49.0,76.0,47.0,2023
150162990252915,Northwest Middle School,42.0,50.0,56.0,24.0,2023
150162990250794,Northside College Preparatory Hs,90.0,,,80.0,2023
150162990250825,North-Grand High School,58.0,64.0,56.0,54.0,2023
150162990252935,North River Elem School,87.0,72.0,80.0,64.0,2023
15016299025046,North Lawndale Prep Chtr-Collins,38.0,38.0,42.0,34.0,2023
15016299025084,North Lawndale Prep Chtr - Christiana,49.0,38.0,54.0,40.0,2023
15016299025033,Noble St Chtr-UIC College Prep,57.0,18.0,50.0,45.0,2023
15016299025043,Noble St Chtr-The Noble Academy,57.0,33.0,44.0,39.0,2023
15016299025030,Noble St Chtr-Rowe-Clark MS Acad,64.0,45.0,44.0,49.0,2023
15016299025028,Noble St Chtr-Pritzker College Prep,59.0,42.0,46.0,60.0,2023
15016299025041,Noble St Chtr-Noble Campus,86.0,66.0,76.0,63.0,2023
15016299025035,Noble St Chtr-Muchin College Prep,67.0,36.0,53.0,47.0,2023
15016299025036,Noble St Chtr-Johnson College Prep,64.0,41.0,53.0,44.0,2023
15016299025042,Noble St Chtr-ITW Speer Acad,65.0,30.0,53.0,60.0,2023
15016299025037,Noble St Chtr-Hansberry College Prep - Silver,,39.0,47.0,,2023
15016299025031,Noble St Chtr-Golder College Prep,,48.0,57.0,,2023
15016299025038,Noble St Chtr-DRW Trading College Prep,,,,,2023
15016299025032,Noble St Chtr-Comer College Prep,63.0,32.0,53.0,34.0,2023
15016299025034,Noble St Chtr-Chicago Bulls Prep,79.0,,,44.0,2023
15016299025039,Noble St Chtr-Butler College Prep - Crimson,70.0,23.0,41.0,39.0,2023
15016299025040,Noble St Chtr-Baker Campus,53.0,23.0,34.0,40.0,2023
15016299025029,Noble St Chtr Rauner College Prep,,57.0,78.0,,2023
15016299025044,Noble St Chtr - Mansueto,66.0,49.0,59.0,58.0,2023
150162990252375,Nobel Elem School,51.0,60.0,70.0,36.0,2023
150162990252374,Nixon Elem School,49.0,53.0,61.0,32.0,2023
150162990252823,Ninos Heroes Elem Academic Ctr,47.0,24.0,30.0,24.0,2023
150162990252373,Nightingale Elem School,53.0,55.0,60.0,44.0,2023
150162990252072,Nicholson Technology Acad Elem Sch,53.0,55.0,43.0,30.0,2023
150162990252371,Newberry Elem Math & Science Acad,70.0,59.0,72.0,41.0,2023
150162990252930,New Field Elem School,63.0,8.0,44.0,56.0,2023
150162990252370,Nettelhorst Elem School,48.0,41.0,68.0,47.0,2023
150162990252369,Neil Elem School,69.0,47.0,44.0,53.0,2023
150162990252924,National Teachers Elem Academy,60.0,37.0,55.0,33.0,2023
150162990252368,Nash Elem School,42.0,27.0,22.0,30.0,2023
15016299025218,Namaste Elem Charter School,33.0,32.0,64.0,28.0,2023
150162990252366,Murray Elem Language Academy,46.0,10.0,38.0,9.0,2023
150162990252365,Murphy Elem School,46.0,42.0,67.0,48.0,2023
150162990250836,Multicultural Arts High School,54.0,70.0,46.0,46.0,2023
150162990252363,Mozart Elem School,55.0,42.0,55.0,39.0,2023
15016299025244,Moving Everest Charter School,48.0,31.0,24.0,22.0,2023
150162990252362,Mount Vernon Elem School,75.0,68.0,51.0,43.0,2023
